Name,Source,Reason,DA,AS,DR,UR,TF,CF,S RD,M RD,A RD,S BL,M BL,A BL,IP'S,SZ,Variance,Follow %,S (BL/RD),M (BL/RD),Age,Indexed,Drops,MT,English %,Expiry
reosmods.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,2.00,4.00,0.00,14.00,18.00,164.00,70.00,94.00,6730.00,767.00,51013.00,162.00,5.00,4.00,24.05%,41.03658536585366,10.957142857142857,14.00,0.0,2.0,"Arts/Music: 14
Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 11
Health/Senior Health: 11",nan%,2025-05-10
boatersdream.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,4.00,15.00,0.00,24.00,17.00,98.00,27.00,66.00,397.00,137.00,490.00,107.00,5.00,15.00,92.44%,4.051020408163265,5.074074074074074,16.00,0.0,0.0,"Regional/North America: 23
Recreation/Boating: 21
Reference/Time: 19",nan%,2025-05-10
manon.org,Sav.com Auctions,Low Authority Score (AS<5). Low English content (<50%).,nan,2.00,7.00,0.00,28.00,14.00,115.00,34.00,84.00,267.00,61.00,418.00,117.00,5.00,7.00,87.27%,2.3217391304347825,1.7941176470588236,22.00,0.0,2.0,Recreation: 28,nan%,2025-05-10
burlingtonalliance.com,Namecheap Auctions,Low Authority Score (AS<5).,14.00,2.00,0.00,0.00,28.00,14.00,80.00,27.00,15.00,172.00,61.00,31.00,89.00,5.00,14.00,42.44%,2.15,2.259259259259259,22.00,,,Society/Religion and Spirituality: 28,nan%,2025-05-10
nathanhangen.com,Namecheap Auctions,Too many drops (>2).,27.00,5.00,22.00,8.00,14.00,18.00,203.00,69.00,186.00,1931.00,691.00,1692.00,217.00,6.00,22.00,66.65%,9.51231527093596,10.014492753623188,17.00,2.0,3.0,"Computers/Internet/On the Web: 14
Computers/Software/Business Drawing: 13
Business/Marketing and Advertising: 13
Society/People: 12
Computers/Desktop Publishing: 11",nan%,2025-05-10
thedailycartoonist.com,Namecheap Auctions,Low Authority Score (AS<5). Too many drops (>2).,7.00,2.00,1.00,0.00,14.00,15.00,112.00,56.00,74.00,211.00,176.00,674.00,90.00,6.00,6.00,73.46%,1.8839285714285714,3.142857142857143,14.00,2.0,6.0,"Society/Government: 14
Business/Industrial Goods and Services: 14
Arts/Comics: 13
Business/Food and Related Products: 13
Business: 13
Computers/Internet/Web Design and Development: 13
Home/Family: 12
Business/Construction and Maintenance: 12
Business/Real Estate: 11",nan%,2025-05-10
magiceye3ds.com,Namecheap Auctions,Low Authority Score (AS<5). Prohibited topics: pharmacy.,26.00,4.00,11.00,9.00,15.00,15.00,173.00,42.00,95.00,875.00,166.00,383.00,151.00,6.00,22.00,92.32%,5.057803468208093,3.9523809523809526,16.00,1.0,0.0,"Science/Educational Resources: 15
Science/Methods and Techniques: 14
Recreation/Autos: 13
Science/Technology: 13
Home/Consumer Information: 13
Science/Physics: 13
Computers/FAQs  Help  and Tutorials: 13
Society/Issues: 13
Health/Pharmacy: 13
Computers/Security: 13",nan%,2025-05-10
eg-web.com,Namecheap Auctions,Low Authority Score (AS<5).,13.00,2.00,12.00,13.00,23.00,19.00,130.00,83.00,53.00,443.00,157.00,132.00,154.00,6.00,11.00,98.19%,3.4076923076923076,1.891566265060241,28.00,1.0,0.0,"Computers/Hardware: 22
Business/Information Technology: 22
Business/Business Services: 17
Computers/Organizations: 15",nan%,2025-05-10
castcraft.com,GoDaddy Auctions,Low Authority Score (AS<5).,18.00,2.00,1.00,5.00,16.00,15.00,108.00,28.00,80.00,171.00,84.00,327.00,114.00,6.00,17.00,72.51%,1.5833333333333333,3.0,27.00,,0.0,"Recreation/Aviation: 15
Arts/Online Writing: 14
Arts/Visual Arts: 14
Business/Industrial Goods and Services: 13
Society/People: 13
Business/Consumer Goods and Services: 13
Society/Issues: 13
Shopping/Visual Arts: 12
Arts: 12",nan%,2025-05-10
paragondpi.com,GoDaddy Auctions,Prohibited topics: adult.,nan,10.00,15.00,1.00,20.00,17.00,82.00,34.00,52.00,326.00,79.00,484.00,111.00,6.00,15.00,87.73%,3.975609756097561,2.323529411764706,23.00,0.0,1.0,"Business/Information Technology: 19
Society/Gay  Lesbian  and Bisexual: 19
Computers/Hardware: 18
Business: 17
Computers/Internet/History: 16
Computers/Internet: 16
Adult/Arts: 16
Arts/Art History: 15
Arts/People: 15
Recreation/Travel: 15",nan%,2025-05-10
youneverlisten.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,2.00,9.00,0.00,29.00,18.00,82.00,27.00,77.00,397.00,157.00,11184.00,81.00,6.00,9.00,90.68%,4.841463414634147,5.814814814814815,25.00,1.0,0.0,"Arts/Music: 29
Computers/Internet: 19",nan%,2025-05-10
seaangels.org,Namecheap Auctions,Low Authority Score (AS<5).,19.00,4.00,16.00,10.00,9.00,15.00,98.00,28.00,38.00,234.00,57.00,137.00,104.00,6.00,15.00,58.55%,2.3877551020408165,2.0357142857142856,14.00,,,"Recreation/Travel: 9
Computers/Security: 9
Business/Major Companies: 9
Reference/Education: 7
Society/Government: 7
Science/Social Sciences: 7
Computers/Internet/On the Web: 6",nan%,2025-05-10
coffeecakeandcardio.com,Namecheap Auctions,Low Authority Score (AS<5).,33.00,4.00,22.00,1.00,15.00,22.00,480.00,141.00,538.00,1759.00,1484.00,5253.00,386.00,7.00,29.00,57.57%,3.6645833333333333,10.52482269503546,13.00,1.0,0.0,"Shopping/Food: 15
Home/Family: 12
Home/Cooking: 12
Health/Women's Health: 12
Sports/Running: 11
Games/Video Games/Roleplaying: 11
Society/Religion and Spirituality: 11",nan%,2025-05-10
phil-fanatics.com,Namecheap Auctions,Low Authority Score (AS<5).,14.00,4.00,1.00,0.00,28.00,14.00,96.00,42.00,56.00,170.00,105.00,111.00,70.00,7.00,13.00,48.24%,1.7708333333333333,2.5,16.00,110.0,2.0,Sports/Golf: 28,nan%,2025-05-10
incubatorgames.com,GoDaddy Auctions,Low Authority Score (AS<5).,28.00,4.00,9.00,16.00,17.00,19.00,164.00,86.00,94.00,3036.00,2942.00,2311.00,186.00,7.00,24.00,81.55%,18.51219512195122,34.2093023255814,15.00,0.0,0.0,"Business/Arts and Entertainment: 17
Reference/Dictionaries: 16
Business/Business Services: 13
Arts/Music: 13",nan%,2025-05-10
allapis.com,GoDaddy Auctions,Low Authority Score (AS<5). Low English content (<50%).,22.00,2.00,19.00,18.00,17.00,24.00,188.00,104.00,126.00,801.00,630.00,660.00,178.00,7.00,20.00,92.14%,4.26063829787234,6.0576923076923075,17.00,4.0,1.0,"Computers/Programming/Languages: 17
Computers/Data Formats: 15
Computers/Internet/Web Design and Development: 15
Arts/Graphic Design: 14
Computers/Programming/Internet: 13
Computers/Software/Operating Systems: 13
Society/Government: 12
Business/Industrial Goods and Services: 12",nan%,2025-05-10
hotwatermilwaukee.com,GoDaddy Auctions,Low Authority Score (AS<5).,28.00,4.00,9.00,11.00,17.00,16.00,113.00,26.00,101.00,327.00,181.00,326.00,125.00,7.00,24.00,88.69%,2.893805309734513,6.961538461538462,17.00,0.0,0.0,"Arts/Music: 17
Business/Arts and Entertainment: 14
Society/Relationships: 14
Arts: 13",nan%,2025-05-10
avalonorchards.net,GoDaddy Auctions,Low Authority Score (AS<5).,nan,4.00,12.00,0.00,12.00,18.00,124.00,76.00,126.00,253.00,166.00,487.00,130.00,7.00,12.00,89.72%,2.0403225806451615,2.1842105263157894,20.00,0.0,2.0,"Recreation/Travel: 12
Regional/North America: 11
Arts: 9
Home/Family: 8
Business/Transportation and Logistics: 8
Regional/Europe: 8
Business/Energy: 8",nan%,2025-05-10
nebraskaoutlawtrail.org,GoDaddy Auctions,Too many drops (>2).,nan,15.00,16.00,4.00,25.00,18.00,141.00,64.00,120.00,304.00,209.00,308.00,133.00,7.00,16.00,62.38%,2.1560283687943262,3.265625,23.00,57.0,4.0,"Regional/North America: 25
Science/Environment: 21
Recreation/Travel: 17",nan%,2025-05-10
granatedit.com,Namecheap Auctions,Low Authority Score (AS<5).,14.00,4.00,15.00,5.00,28.00,16.00,100.00,36.00,35.00,4058.00,2256.00,1871.00,113.00,7.00,11.00,1.87%,40.58,62.666666666666664,21.00,,,Business/Business Services: 28,nan%,2025-05-10
alexcommunications.com,Namecheap Auctions,Low Authority Score (AS<5).,13.00,2.00,8.00,16.00,8.00,16.00,89.00,27.00,37.00,729.00,120.00,365.00,89.00,7.00,11.00,85.87%,8.191011235955056,4.444444444444445,25.00,,,"Business/Industrial Goods and Services: 8
Society/Government: 7
Business/Energy: 7
Business/Food and Related Products: 7
Business: 7
Society/Ethnicity: 7
Reference/Dictionaries: 7
Sports/Equestrian: 7
Society/History: 7
Business/Business Services: 7",nan%,2025-05-10
macyawards.com,Namecheap Auctions,Low Authority Score (AS<5).,15.00,2.00,9.00,6.00,11.00,16.00,121.00,41.00,78.00,165.00,47.00,178.00,119.00,8.00,13.00,75.15%,1.3636363636363635,1.146341463414634,14.00,2.0,2.0,"Home/Cooking: 11
Recreation/Food: 11
Shopping/Home and Garden: 9
Regional/Europe: 8
Business/Energy: 8
Recreation/Travel: 8
Home/Family: 8
Business: 8
Society/Organizations: 8",nan%,2025-05-10
meag-eg.com,Namecheap Auctions,Low Authority Score (AS<5).,14.00,4.00,30.00,18.00,19.00,16.00,649.00,1611.00,54.00,757.00,1682.00,167.00,618.00,8.00,26.00,97.75%,1.1664098613251155,1.0440720049658596,16.00,1.0,1.0,"Reference/Directories: 19
Society/Government: 13",nan%,2025-05-10
playbackngs.com,GoDaddy Auctions,Low Authority Score (AS<5).,32.00,4.00,22.00,16.00,21.00,18.00,171.00,72.00,84.00,1549.00,835.00,2821.00,186.00,8.00,28.00,94.58%,9.058479532163743,11.597222222222221,9.00,0.0,0.0,"Society/Genealogy: 21
Arts/Writers Resources: 15",nan%,2025-05-10
themantovaniorchestra.com,GoDaddy Auctions,Low Authority Score (AS<5).,21.00,2.00,6.00,4.00,13.00,17.00,136.00,53.00,102.00,183.00,60.00,185.00,139.00,8.00,19.00,73.77%,1.3455882352941178,1.1320754716981132,16.00,0.0,0.0,"Arts/Music: 13
Regional/Europe: 11
Business/Arts and Entertainment: 11",nan%,2025-05-10
sheridanhouseandcafe.com,GoDaddy Auctions,Low Authority Score (AS<5).,25.00,3.00,4.00,4.00,15.00,17.00,117.00,47.00,94.00,227.00,70.00,197.00,132.00,8.00,22.00,84.58%,1.9401709401709402,1.4893617021276595,18.00,6150.0,1.0,"Sports/Running: 15
Sports/Organizations: 14
Sports/Equestrian: 14
Sports: 13
Sports/Martial Arts: 13",nan%,2025-05-10
birthdaywrap.com,GoDaddy Auctions,Low Authority Score (AS<5). Prohibited topics: adult.,15.00,2.00,8.00,33.00,13.00,19.00,256.00,101.00,190.00,24115.00,321.00,1138.00,248.00,8.00,13.00,99.51%,94.19921875,3.1782178217821784,17.00,,1.0,"Science/Biology: 13
Business/Real Estate: 11
Home/Family: 11
Business/Consumer Goods and Services: 11
Health/Senior Health: 11
Recreation/Travel: 11
Business: 11
Adult/Business: 11
Games/Video Games/Roleplaying: 9",nan%,2025-05-10
claycenter.com,GoDaddy Auctions,Low Authority Score (AS<5).,20.00,3.00,1.00,0.00,18.00,20.00,149.00,88.00,130.00,354.00,197.00,239.00,145.00,8.00,19.00,85.31%,2.3758389261744965,2.2386363636363638,27.00,,0.0,"News/Newspapers: 18
Reference/Education: 17
Society/Issues: 16
Reference/Dictionaries: 16
Regional/Europe: 15
Recreation/Humor: 15
Business: 15
Society/Politics: 15
Recreation/Motorcycles: 15
Sports/Soccer: 15",nan%,2025-05-10
gaghour.com,GoDaddy Auctions,Prohibited topics: adult.,nan,6.00,0.00,0.00,11.00,16.00,83.00,35.00,43.00,124.00,95.00,110.00,74.00,8.00,6.00,88.71%,1.4939759036144578,2.7142857142857144,13.00,157.0,1.0,"Business/Real Estate: 11
Home/Family: 11
Recreation/Travel: 11
Health/Senior Health: 11
Adult/Business: 11
Games/Video Games/Roleplaying: 11
Adult/Image Galleries: 9
Society: 9
Society/People: 9
Society/Religion and Spirituality: 8",nan%,2025-05-10
moneymakingempire.com,GoDaddy Auctions,Low Authority Score (AS<5). Prohibited topics: adult.,nan,2.00,8.00,2.00,15.00,22.00,133.00,119.00,134.00,336.00,291.00,500.00,108.00,8.00,8.00,74.40%,2.526315789473684,2.4453781512605044,24.00,1.0,1.0,"Recreation/Travel: 14
Business/News and Media: 14
Business/Hospitality: 13
Regional/Europe: 13
Computers/Internet/Web Design and Development: 12
Shopping/Jewelry: 12
Adult/World: 12
Arts/Music: 11
Sports/Soccer: 11
Home: 11",nan%,2025-05-10
dessinsdhc.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,3.00,8.00,0.00,19.00,13.00,151.00,67.00,134.00,432.00,140.00,1428.00,125.00,8.00,8.00,93.29%,2.8609271523178808,2.08955223880597,23.00,0.0,1.0,"Shopping/Crafts: 19
Computers/Internet/Searching: 14
Shopping/Visual Arts: 14
Home/Gardening: 13",nan%,2025-05-10
prodnadzor.info,Sav.com Auctions,Low English content (<50%).,nan,13.00,21.00,45.00,16.00,16.00,171.00,71.00,110.00,2055.00,948.00,1439.00,154.00,8.00,21.00,91.87%,12.017543859649123,13.352112676056338,10.00,,,"Business/Food and Related Products: 16
Science/Agriculture: 15",nan%,2025-05-10
mmpool.org,Namecheap Auctions,Low Authority Score (AS<5).,17.00,4.00,15.00,10.00,18.00,21.00,149.00,68.00,138.00,3083.00,680.00,885.00,167.00,8.00,13.00,33.91%,20.691275167785236,10.0,11.00,,,"Science/Social Sciences: 18
Business/Transportation and Logistics: 15
Computers/Programming/Languages: 13
Business: 13",nan%,2025-05-10
concordsoftech.com,Namecheap Auctions,Low Authority Score (AS<5).,15.00,2.00,0.00,12.00,19.00,18.00,139.00,86.00,59.00,1453.00,468.00,399.00,137.00,8.00,15.00,88.84%,10.453237410071942,5.441860465116279,15.00,,,"Computers/Internet/Web Design and Development: 18
Computers/Hardware: 17
Business/Information Technology: 17
Science/Environment: 15
Computers/Software/Operating Systems: 14
Computers/Software/Industry-Specific: 13",nan%,2025-05-10
santelesamis.com,Namecheap Auctions,Low Authority Score (AS<5).,27.00,2.00,4.00,8.00,14.00,18.00,124.00,68.00,92.00,344.00,94.00,133.00,137.00,9.00,25.00,38.66%,2.774193548387097,1.3823529411764706,15.00,,2.0,"Arts/Music: 14
Society/Paranormal: 12
Recreation/Motorcycles: 11
Business/Real Estate: 11
Sports/Equestrian: 11",nan%,2025-05-10
recursosgratiseninternet.com,GoDaddy Auctions,Low English content (<50%).,30.00,9.00,5.00,17.00,13.00,22.00,1035.00,42.00,1818.00,3630.00,183.00,5781.00,505.00,9.00,25.00,93.72%,3.5072463768115942,4.357142857142857,10.00,1850.0,0.0,"Computers/Software/Databases: 12
Society/Government: 11
Business/Industrial Goods and Services: 11
Business/Food and Related Products: 11
Business: 11
Recreation/Autos: 11
Home/Family: 11
Business/Construction and Maintenance: 9",nan%,2025-05-10
rmistudios.com,GoDaddy Auctions,Low Authority Score (AS<5).,11.00,2.00,5.00,0.00,14.00,7.00,102.00,47.00,84.00,214.00,78.00,264.00,131.00,9.00,9.00,69.16%,2.0980392156862746,1.6595744680851063,22.00,0.0,1.0,"Society/Organizations: 14
Society: 12
Society/People: 12
Society/Religion and Spirituality: 12
Recreation/Autos: 11
News/Weblogs: 11
News/Magazines and E-zines: 9",nan%,2025-05-10
betsayda.com,GoDaddy Auctions,Low Authority Score (AS<5).,33.00,4.00,23.00,18.00,17.00,21.00,181.00,107.00,181.00,501.00,180.00,421.00,200.00,9.00,29.00,58.68%,2.7679558011049723,1.6822429906542056,9.00,1.0,0.0,"Recreation/Travel: 17
Arts/Music: 17",nan%,2025-05-10
cannabis-spain.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,2.00,6.00,17.00,11.00,15.00,143.00,50.00,159.00,252.00,89.00,1211.00,141.00,9.00,6.00,57.87%,1.7622377622377623,1.78,14.00,1.0,1.0,"Society/Issues: 11
Computers/Internet/E-mail: 11",nan%,2025-05-10
ultra-high-compression.com,GoDaddy Auctions,Low Authority Score (AS<5).,nan,4.00,3.00,2.00,14.00,20.00,179.00,802.00,154.00,892.00,1188.00,465.00,184.00,9.00,4.00,53.13%,4.983240223463687,1.4812967581047383,18.00,1.0,1.0,"Recreation/Autos: 14
Arts/Music: 14
Recreation/Pets: 11",nan%,2025-05-10
ussjoshua.org,Sav.com Auctions,Low Authority Score (AS<5).,nan,4.00,16.00,6.00,13.00,17.00,150.00,66.00,147.00,359.00,148.00,330.00,146.00,9.00,16.00,89.69%,2.3933333333333335,2.242424242424242,27.00,,1.0,"Business/Energy: 13
Health: 12
Arts/Comics: 12
Society/Organizations: 11
Society/Politics: 11
Society: 11
Society/People: 11
Games/Video Games/Browser Based: 11
Business/Arts and Entertainment: 11
Society/Religion and Spirituality: 11",nan%,2025-05-10
irix.cc,Namecheap Auctions,Low Authority Score (AS<5).,16.00,3.00,9.00,5.00,24.00,17.00,60.00,28.00,70.00,188.00,139.00,193.00,63.00,9.00,13.00,59.04%,3.1333333333333333,4.964285714285714,7.00,,,"Society/People: 24
Computers/Software/Operating Systems: 18
Computers/Education: 17
Computers/History: 15",nan%,2025-05-10
dantenj.com,Namecheap Auctions,Low Authority Score (AS<5).,13.00,2.00,0.00,1.00,28.00,14.00,82.00,29.00,18.00,188.00,64.00,29.00,87.00,9.00,13.00,46.81%,2.292682926829268,2.206896551724138,23.00,,,Recreation/Food: 28,nan%,2025-05-10
ignite-cny.org,Namecheap Auctions,Low Authority Score (AS<5).,15.00,4.00,8.00,12.00,14.00,14.00,228.00,32.00,20.00,657.00,75.00,89.00,259.00,9.00,11.00,39.48%,2.8815789473684212,2.34375,19.00,,,"Recreation/Travel: 14
Regional/North America: 10",nan%,2025-05-10
creatd.co,Namecheap Auctions,Low Authority Score (AS<5). Prohibited topics: adult.,7.00,2.00,0.00,4.00,7.00,16.00,90.00,36.00,64.00,370.00,57.00,205.00,104.00,9.00,7.00,30.00%,4.111111111111111,1.5833333333333333,4.00,,,"Home/Family: 7
Recreation/Travel: 7
Society/Organizations: 7
Business/Real Estate: 7
Business: 5
Adult/Regional: 5
Regional/Europe: 5
Business/Energy: 5
Adult/World: 5
Adult/Shopping: 5",nan%,2025-05-10
bluefindeepseafishing.com,Namecheap Auctions,Low Authority Score (AS<5).,11.00,2.00,3.00,0.00,16.00,15.00,93.00,32.00,35.00,166.00,674.00,92.00,86.00,9.00,9.00,66.87%,1.7849462365591398,21.0625,15.00,,,"Science/Environment: 15
Home/Cooking: 15
Recreation/Outdoors: 15
Business/Food and Related Products: 13
Recreation/Travel: 13
Shopping/Recreation: 12
Recreation: 12
Business/Consumer Goods and Services: 10",nan%,2025-05-10
twinsyogurt.com,Namecheap Auctions,Low Authority Score (AS<5). Low English content (<50%). Prohibited topics: adult.,15.00,2.00,0.00,5.00,8.00,19.00,147.00,73.00,129.00,678.00,242.00,738.00,146.00,10.00,15.00,55.60%,4.612244897959184,3.315068493150685,12.00,34.0,0.0,"Home/Family: 8
Recreation/Travel: 8
Adult/Regional: 8
Regional/Europe: 8
Business: 8
Adult/World: 8
Business/Energy: 8
Adult/Shopping: 8
Society/Organizations: 3
Games/Video Games/Roleplaying: 3",nan%,2025-05-10
immeinstitute.org,GoDaddy Auctions,Low Authority Score (AS<5). Low English content (<50%).,13.00,2.00,2.00,4.00,14.00,15.00,104.00,37.00,116.00,49863.00,2809.00,26955.00,118.00,10.00,11.00,99.93%,479.4519230769231,75.91891891891892,10.00,34.0,0.0,Shopping/Sports: 14,nan%,2025-05-10
jacksoncg.net,GoDaddy Auctions,Low Authority Score (AS<5).,7.00,2.00,2.00,16.00,12.00,17.00,105.00,45.00,31.00,126.00,50.00,36.00,96.00,10.00,5.00,57.94%,1.2,1.1111111111111112,13.00,,2.0,"Society: 12
Home/Gardening: 11
Society/Philosophy: 11
Society/Religion and Spirituality: 11
Science/Astronomy: 9
Recreation/Travel: 9
Recreation/Autos: 9
Regional/Europe: 9
Home/Family: 9
Business/Energy: 9",nan%,2025-05-10
jordanfiller.org,GoDaddy Auctions,Low Authority Score (AS<5).,15.00,2.00,5.00,3.00,13.00,17.00,93.00,46.00,78.00,128.00,51.00,131.00,100.00,10.00,13.00,84.38%,1.3763440860215055,1.108695652173913,11.00,,0.0,"Business/Construction and Maintenance: 13
Society: 12",nan%,2025-05-10
oyun1game.com,GoDaddy Auctions,Low Authority Score (AS<5). Low English content (<50%). Prohibited topics: adult.,16.00,2.00,4.00,11.00,11.00,16.00,219.00,45.00,146.00,19907.00,207.00,37493.00,184.00,10.00,14.00,96.57%,90.89954337899543,4.6,17.00,0.0,0.0,"Business/Real Estate: 11
Home/Family: 11
Health/Senior Health: 11
Recreation/Travel: 11
Adult/Business: 11
Games/Video Games/Roleplaying: 11
Adult/Image Galleries: 9
Society/People: 9
Society: 9
Society/Religion and Spirituality: 9",nan%,2025-05-10
beeskneescreative.com,GoDaddy Auctions,Low Authority Score (AS<5).,15.00,4.00,9.00,4.00,14.00,22.00,113.00,59.00,99.00,303.00,117.00,971.00,110.00,10.00,11.00,56.11%,2.6814159292035398,1.9830508474576272,15.00,0.0,1.0,"Recreation/Pets: 14
Home/Cooking: 12",nan%,2025-05-10
